,precipitation,potential_evapotranspiration,river_discharge
2019-08-28,0.4,2.33,0.176
2019-08-29,0.0,3.2,0.14
2019-08-30,0.0,3.06,0.131
2019-08-31,0.0,2.31,0.129
2019-09-01,0.0,2.91,0.126
2019-09-02,0.0,1.06,0.138
2019-09-03,2.72,0.95,0.174
2019-09-04,0.04,2.34,0.199
2019-09-05,0.7,1.97,0.15
2019-09-06,7.47,1.45,0.224
2019-09-07,1.82,1.87,0.261
2019-09-08,0.0,1.92,0.166
2019-09-09,0.0,2.28,0.141
2019-09-10,1.31,0.57,0.15
2019-09-11,0.49,1.99,0.161
2019-09-12,0.0,1.93,0.145
2019-09-13,0.0,2.42,0.135
2019-09-14,0.0,2.27,0.192
2019-09-15,0.41,0.91,0.142
2019-09-16,0.03,1.83,0.126
2019-09-17,0.0,1.79,0.109
2019-09-18,0.0,1.61,0.088
2019-09-19,0.0,3.08,0.132
2019-09-20,0.0,2.06,0.124
2019-09-21,3.59,2.06,0.2
2019-09-22,0.14,1.01,0.2
2019-09-23,9.68,0.31,0.458
2019-09-24,4.95,0.04,0.425
2019-09-25,8.74,0.12,0.57
2019-09-26,0.34,0.48,0.474
2019-09-27,3.89,0.46,0.233
2019-09-28,4.06,0.4,0.449
2019-09-29,0.53,0.87,0.397
2019-09-30,16.99,0.52,1.24
2019-10-01,1.43,0.51,0.599
2019-10-02,0.0,0.78,0.301
2019-10-03,4.33,0.86,0.393
2019-10-04,0.0,0.83,0.339
2019-10-05,13.59,0.34,0.802
2019-10-06,0.89,0.59,0.744
2019-10-07,5.46,0.45,0.717
2019-10-08,0.84,0.12,0.395
2019-10-09,0.83,0.76,0.334
2019-10-10,0.0,0.75,0.249
2019-10-11,0.0,0.85,0.226
2019-10-12,3.38,0.98,0.25
2019-10-13,1.01,0.7,0.31
2019-10-14,0.0,0.21,0.243
2019-10-15,15.28,0.1,0.596
2019-10-16,1.98,0.49,1.02
2019-10-17,0.22,0.52,0.346
2019-10-18,5.97,0.56,0.753
2019-10-19,0.55,0.26,0.333
2019-10-20,2.57,0.35,0.544
2019-10-21,0.0,0.43,0.349
2019-10-22,0.04,0.77,0.323
2019-10-23,1.72,1.14,0.257
2019-10-24,0.0,0.45,0.342
2019-10-25,0.57,1.07,0.285
2019-10-26,5.2,0.37,0.485
2019-10-27,0.0,0.58,0.315
2019-10-28,0.0,0.75,0.287
2019-10-29,0.0,0.56,0.273
2019-10-30,0.0,0.5,0.279
2019-10-31,6.49,0.29,0.313
2019-11-01,2.12,0.96,0.79
2019-11-02,9.46,0.0,0.761
2019-11-03,1.39,0.34,0.682
2019-11-04,0.05,0.3,0.434
2019-11-05,0.91,0.33,0.406
2019-11-06,7.19,0.18,0.77
2019-11-07,0.04,0.2,0.49
2019-11-08,0.19,0.14,0.418
2019-11-09,0.0,0.28,0.381
2019-11-10,3.17,0.08,0.485
2019-11-11,0.0,0.21,0.459
2019-11-12,1.22,0.18,0.421
2019-11-13,3.5,0.16,0.679
2019-11-14,0.0,0.23,0.489
2019-11-15,0.0,0.41,0.4
2019-11-16,0.0,0.2,0.391
2019-11-17,4.56,0.08,0.451
2019-11-18,0.05,0.04,0.487
2019-11-19,0.09,0.08,0.396
2019-11-20,0.15,0.13,0.404
2019-11-21,0.14,0.34,0.369
2019-11-22,0.93,0.05,0.406
2019-11-23,0.0,0.18,0.399
2019-11-24,0.07,0.26,0.378
2019-11-25,1.58,0.02,0.393
2019-11-26,14.48,0.15,1.04
2019-11-27,3.57,0.07,1.33
2019-11-28,1.86,0.15,0.975
2019-11-29,0.07,0.1,0.631
2019-11-30,0.0,0.19,0.542
2019-12-01,0.15,0.23,0.488
2019-12-02,0.03,0.02,0.472
2019-12-03,0.05,0.08,0.465
2019-12-04,0.08,0.23,0.452
2019-12-05,8.04,0.08,0.832
2019-12-06,0.0,0.0,0.808
2019-12-07,9.79,0.12675,0.922
2019-12-08,5.1,0.0,1.68
2019-12-09,0.0,0.56,1.09
2019-12-10,2.18,0.05,0.964
2019-12-11,2.92,0.12,0.83
2019-12-12,15.94,0.0,3.18
2019-12-13,5.59,0.11115259740259739,2.6
2019-12-14,4.5,0.11137987012987013,1.71
2019-12-15,1.01,0.01,1.17
2019-12-16,2.0,0.51,1.04
2019-12-17,0.0,0.0,0.901
2019-12-18,0.45,0.35,0.832
2019-12-19,9.83,0.09,1.7
2019-12-20,2.76,0.23,1.19
2019-12-21,6.74,0.0,2.49
2019-12-22,1.52,0.07,1.74
2019-12-23,1.02,0.22,1.27
2019-12-24,0.17,0.06,1.06
2019-12-25,4.06,0.16,0.981
2019-12-26,1.47,0.17,1.6
2019-12-27,0.0,0.06,1.0
2019-12-28,0.08,0.27,0.917
2019-12-29,0.0,0.24,0.857
2019-12-30,0.0,0.28,0.771
2019-12-31,0.0,0.12,0.741
2020-01-01,0.0,0.21,0.713
2020-01-02,2.97,0.0,0.935
2020-01-03,0.07,0.11,0.778
2020-01-04,0.03,0.19,0.645
2020-01-05,1.05,0.26,0.656
2020-01-06,0.03,0.08,0.673
2020-01-07,3.04,0.0,0.667
2020-01-08,1.2,0.07,0.965
2020-01-09,5.02,0.0,1.34
2020-01-10,0.0,0.48,0.931
2020-01-11,0.1,0.18,0.817
2020-01-12,0.29,0.22,0.765
2020-01-13,1.75,0.33,0.822
2020-01-14,2.11,0.36,0.919
2020-01-15,0.13,0.19,0.775
2020-01-16,0.46,0.45,0.75
2020-01-17,0.0,0.04,0.667
2020-01-18,0.39,0.3,0.637
2020-01-19,0.07,0.2,0.555
2020-01-20,0.0,0.3,0.595
2020-01-21,0.0,0.29,0.586
2020-01-22,0.0,0.46,0.569
2020-01-23,0.03,0.18,0.575
2020-01-24,0.06,0.28,0.546
2020-01-25,1.21,0.23,0.553
2020-01-26,6.52,0.03,0.827
2020-01-27,3.5,0.46,1.83
2020-01-28,0.0,0.3,0.967
2020-01-29,1.09,0.17,0.81
2020-01-30,0.0,0.38,0.587
2020-01-31,7.16,0.25,1.85
2020-02-01,6.74,0.44,2.26
2020-02-02,8.05,0.21,1.74
2020-02-03,3.84,0.17,2.88
2020-02-04,0.0,0.31,1.89
2020-02-05,0.0,0.22,1.34
2020-02-06,0.03,0.62,1.16
2020-02-07,5.89,0.12,1.31
2020-02-08,4.67,0.73,1.68
2020-02-09,5.24,1.04,2.37
2020-02-10,0.0,1.44,1.83
2020-02-11,0.0,0.69,1.2
2020-02-12,10.27,0.35,2.61
2020-02-13,0.0,0.68,1.89
2020-02-14,0.0,1.18,1.39
2020-02-15,8.24,1.2,1.88
2020-02-16,1.91,1.07,2.34
2020-02-17,5.4,0.75,1.38
2020-02-18,2.91,0.67,2.11
2020-02-19,6.22,0.62,1.97
2020-02-20,0.0,0.89,2.37
2020-02-21,0.48,0.56,1.51
2020-02-22,4.48,0.18,1.74
2020-02-23,3.81,0.49,1.92
2020-02-24,6.58,0.58,2.32
2020-02-25,8.69,0.42,5.19
2020-02-26,10.36,0.06,5.37
2020-02-27,5.03,0.49,4.26
2020-02-28,0.51,0.75,3.74
2020-02-29,0.0,0.95,2.17
2020-03-01,4.94,0.16,2.31
2020-03-02,1.82,0.75,1.85
2020-03-03,1.94,0.64,1.6
2020-03-04,17.54,0.09,5.52
2020-03-05,7.73,0.52,9.38
2020-03-06,0.04,1.05,3.42
2020-03-07,1.45,0.28,2.25
2020-03-08,1.95,0.94,1.88
2020-03-09,15.22,0.35,7.58
2020-03-10,11.41,0.53,8.48
2020-03-11,3.24,1.64,5.75
2020-03-12,0.37,1.11,2.75
2020-03-13,0.72,0.86,2.06
2020-03-14,0.0,0.7,1.7
2020-03-15,0.0,0.67,1.48
2020-03-16,0.0,1.66,1.27
2020-03-17,0.0,2.0,1.17
2020-03-18,0.0,1.06,1.06
2020-03-19,3.9,0.59,1.03
2020-03-20,0.04,2.93,1.16
2020-03-21,0.0,3.9,0.946
2020-03-22,0.0,2.74,0.832
2020-03-23,0.0,2.29,0.802
2020-03-24,0.0,2.94,0.755
2020-03-25,0.0,3.76,0.728
2020-03-26,0.0,2.57,0.695
2020-03-27,0.0,3.04,0.681
2020-03-28,0.5,4.18,0.603
2020-03-29,0.04,2.02,0.604
2020-03-30,0.0,2.84,0.603
2020-03-31,0.0,2.14,0.603
2020-04-01,0.0,1.36,0.603
2020-04-02,0.0,1.75,0.581
2020-04-03,0.0,2.25,0.555
2020-04-04,0.0,3.77,0.548
2020-04-05,0.0,2.38,0.529
2020-04-06,0.0,2.94,0.487
2020-04-07,0.0,2.84,0.522
2020-04-08,0.0,3.67,0.472
2020-04-09,0.0,3.77,0.489
2020-04-10,0.0,3.32,0.477
2020-04-11,0.0,2.33,0.482
2020-04-12,0.0,3.58,0.47
2020-04-13,0.0,2.39,0.458
2020-04-14,0.0,3.05,0.46
2020-04-15,0.0,2.78,0.467
2020-04-16,1.36,3.43,0.459
2020-04-17,13.87,1.02,1.41
2020-04-18,0.0,2.18,0.642
2020-04-19,0.0,6.14,0.506
2020-04-20,0.0,6.44,0.448
2020-04-21,0.0,5.78,0.368
2020-04-22,0.0,3.69,0.406
2020-04-23,0.0,3.63,0.648
2020-04-24,0.0,2.95,0.552
2020-04-25,0.0,3.14,0.422
2020-04-26,0.0,3.24,0.205
2020-04-27,4.65,0.59,0.532
2020-04-28,0.78,1.25,0.555
2020-04-29,6.03,2.69,0.83
2020-04-30,1.86,1.96,0.902
2020-05-01,2.16,2.6,0.683
2020-05-02,1.04,1.51,0.476
2020-05-03,0.07,2.37,0.506
2020-05-04,0.0,4.79,0.432
2020-05-05,0.0,4.59,0.426
2020-05-06,0.0,3.37,0.412
2020-05-07,0.0,3.78,0.428
2020-05-08,0.0,4.83,0.421
2020-05-09,2.58,1.12,0.472
2020-05-10,0.0,6.31,0.446
2020-05-11,0.0,2.13,0.395
2020-05-12,0.03,3.92,0.411
2020-05-13,0.0,5.23,0.386
2020-05-14,0.0,4.48,0.363
2020-05-15,0.0,2.99,0.353
2020-05-16,0.0,3.35,0.348
2020-05-17,0.0,3.66,0.339
2020-05-18,0.0,4.02,0.318
2020-05-19,0.0,4.36,0.277
2020-05-20,0.0,3.99,0.299
2020-05-21,0.6,1.87,0.292
2020-05-22,0.0,3.13,0.298
2020-05-23,0.0,1.48,0.277
2020-05-24,0.0,4.22,0.274
2020-05-25,0.0,4.31,0.238
2020-05-26,0.0,5.5,0.236
2020-05-27,0.0,6.19,0.257
2020-05-28,0.0,5.58,0.246
2020-05-29,0.0,6.12,0.234
2020-05-30,0.0,6.4,0.225
2020-05-31,0.0,6.13,0.224
2020-06-01,0.0,4.31,0.229
2020-06-02,0.0,3.71,0.234
2020-06-03,0.22,1.42,0.242
2020-06-04,5.08,1.57,0.399
2020-06-05,1.31,3.24,0.275
2020-06-06,2.23,3.2,0.251
2020-06-07,2.56,1.29,0.258
2020-06-08,0.0,2.02,0.212
2020-06-09,0.0,2.81,0.186
2020-06-10,0.34,4.27,0.176
2020-06-11,0.0,2.51,0.166
2020-06-12,0.0,4.48,0.192
2020-06-13,0.0,3.32,0.142
2020-06-14,0.0,3.74,0.125
2020-06-15,0.31,3.53,0.199
2020-06-16,33.62,1.38,1.34
2020-06-17,17.68,2.63,2.01
2020-06-18,0.0,3.05,0.28
2020-06-19,0.0,3.2,0.185
2020-06-20,0.99,2.03,0.162
2020-06-21,0.0,4.22,0.21
2020-06-22,0.0,5.6,0.137
2020-06-23,0.0,6.78,0.115
2020-06-24,0.0,6.43,0.11
2020-06-25,0.23,3.2,0.128
2020-06-26,1.54,1.99,0.218
2020-06-27,0.05,3.93,0.174
2020-06-28,0.0,2.97,0.137
2020-06-29,4.52,0.82,0.244
2020-06-30,16.99,2.09,1.4
2020-07-01,1.57,2.71,0.229
2020-07-02,0.0,3.27,0.162
2020-07-03,2.59,0.81,0.149
2020-07-04,0.0,2.5,0.214
2020-07-05,0.0,2.63,0.143
2020-07-06,0.0,2.99,0.128
2020-07-07,4.43,0.53,0.286
2020-07-08,0.27,1.95,0.213
2020-07-09,0.2,2.85,0.163
2020-07-10,0.0,4.23,0.146
2020-07-11,0.0,4.64,0.132
2020-07-12,0.0,4.45,0.12
2020-07-13,1.13,0.85,0.135
2020-07-14,0.92,1.56,0.217
2020-07-15,1.78,1.11,0.179
2020-07-16,0.0,2.4,0.16
2020-07-17,0.0,2.88,0.132
2020-07-18,0.04,3.2,0.116
2020-07-19,1.14,4.38,0.103
2020-07-20,0.0,3.79,0.075
2020-07-21,0.0,3.9,0.076
2020-07-22,0.0,3.57,0.068
2020-07-23,0.39,1.45,0.147
2020-07-24,4.64,1.26,0.123
2020-07-25,0.6,2.45,0.23
2020-07-26,0.31,3.09,0.089
2020-07-27,0.38,2.56,0.06
2020-07-28,0.12,3.66,0.052
2020-07-29,0.15,4.43,0.047
2020-07-30,0.87,5.05,0.042
2020-07-31,0.81,3.59,0.042
2020-08-01,0.26,3.44,0.039
2020-08-02,1.99,1.71,0.21
2020-08-03,0.17,3.27,0.144
2020-08-04,0.2,4.64,
2020-08-05,0.3,4.04,0.03
2020-08-06,0.24,4.56,0.026
2020-08-07,0.31,4.7,0.023
2020-08-08,0.13,5.54,0.021
2020-08-09,0.16,4.15,0.019
2020-08-10,0.48,1.92,0.043
2020-08-11,0.15,4.02,0.038
2020-08-12,0.04,3.09,1.23
2020-08-13,2.6,0.71,1.26
2020-08-14,4.65,3.0,0.194
2020-08-15,1.19,2.17,0.302
2020-08-16,1.62,2.3,
2020-08-17,0.09,2.49,0.041
2020-08-18,5.05,2.54,0.071
2020-08-19,0.0,2.98,
2020-08-20,0.13,4.11,0.071
2020-08-21,0.56,1.76,0.054
2020-08-22,5.73,1.86,0.053
2020-08-23,0.08,2.08,0.128
2020-08-24,1.84,1.37,0.099
2020-08-25,0.04,1.43,0.085
2020-08-26,0.03,2.08,0.05
2020-08-27,6.96,1.94,0.584
2020-08-28,0.15,1.07,0.193
2020-08-29,2.12,1.15,0.378
2020-08-30,0.0,2.0,
2020-08-31,0.0,2.13,
2020-09-01,0.0,1.65,0.06
2020-09-02,0.72,1.32,0.056
2020-09-03,1.06,1.76,0.065
2020-09-04,0.16,2.11,0.061
2020-09-05,0.0,1.88,0.053
2020-09-06,0.0,1.77,
2020-09-07,0.1,0.67,
2020-09-08,0.0,2.2,0.053
2020-09-09,0.03,2.48,0.05
2020-09-10,,1.84,0.047
2020-09-11,,1.72,0.048
2020-09-12,,1.82,0.039
2020-09-13,,2.16,0.032
2020-09-14,,2.5,0.028
2020-09-15,,2.38,0.025
2020-09-16,,3.11,0.029
2020-09-17,,3.02,0.023
2020-09-18,,2.67,0.036
2020-09-19,,2.49,0.037
2020-09-20,,1.64,0.019
2020-09-21,,1.35,0.022
2020-09-22,,1.03,0.058
2020-09-23,,0.93,0.192
2020-09-24,,0.59,0.411
2020-09-25,,0.24,5.21
2020-09-26,,1.09,3.85
2020-09-27,9.61,0.19,1.63
2020-09-28,0.03,0.47,0.834
2020-09-29,0.1,0.91,0.323
2020-09-30,7.62,0.18,0.781
2020-10-01,0.59,0.33,0.732
2020-10-02,,0.65,0.884
2020-10-03,,1.31,0.446
2020-10-04,,0.96,0.788
2020-10-05,2.13,0.92,0.56
2020-10-06,0.0,0.7,0.355
2020-10-07,7.81,0.33,0.4
2020-10-08,0.69,0.54,0.603
2020-10-09,2.39,0.82,0.444
2020-10-10,7.57,0.5,0.963
2020-10-11,0.19,0.96,0.649
2020-10-12,3.66,0.25,0.58
2020-10-13,0.0,0.55,0.508
2020-10-14,0.0,1.22,0.306
2020-10-15,0.0,1.0,0.278
2020-10-16,0.05,0.58,0.266
2020-10-17,0.07,0.45,0.254
2020-10-18,0.0,0.74,0.249
2020-10-19,0.23,0.55,0.246
2020-10-20,9.75,1.26,0.917
2020-10-21,0.0,0.19,0.386
2020-10-22,0.07,0.61,0.307
2020-10-23,0.14,0.82,0.288
2020-10-24,5.86,0.27,0.558
2020-10-25,0.0,0.42,0.332
2020-10-26,3.15,0.39,0.398
2020-10-27,22.58,0.35,2.47
2020-10-28,1.48,0.21,3.44
2020-10-29,0.16,0.47,0.933
2020-10-30,0.77,0.59,0.682
2020-10-31,1.64,0.26,0.617
2020-11-01,3.02,0.25,0.897
2020-11-02,0.0,0.26,0.66
2020-11-03,0.03,0.23,0.476
2020-11-04,0.14,0.31,0.432
2020-11-05,0.08,0.54,0.414
2020-11-06,0.03,0.43,0.408
2020-11-07,0.0,0.68,0.382
2020-11-08,0.03,0.39,0.363
2020-11-09,4.5,0.14,0.612
2020-11-10,0.0,0.32,0.534
2020-11-11,1.85,0.04,0.551
2020-11-12,2.39,0.13,0.459
2020-11-13,0.03,0.47,0.519
2020-11-14,9.59,0.18,1.4
2020-11-15,0.8,0.16,1.25
2020-11-16,0.0,0.49,0.694
2020-11-17,0.12,0.7,0.577
2020-11-18,0.48,0.21,0.565
2020-11-19,0.07,0.33,0.517
2020-11-20,0.0,0.61,0.479
2020-11-21,1.45,0.15,0.503
2020-11-22,0.0,0.31,0.495
2020-11-23,0.0,0.17,0.461
2020-11-24,0.0,0.24,0.453
2020-11-25,0.0,0.28,0.416
2020-11-26,0.0,0.13,0.411
2020-11-27,0.0,0.04,0.405
2020-11-28,0.0,0.28,0.379
2020-11-29,7.23,0.23,0.43
2020-11-30,15.86,0.18,3.93
2020-12-01,0.11,0.1,1.51
2020-12-02,4.03,0.05,1.22
2020-12-03,3.39,0.37,2.27
2020-12-04,0.0,0.42,1.1
2020-12-05,0.0,0.02,0.848
2020-12-06,0.0,0.32,0.76
2020-12-07,0.0,0.18,0.676
2020-12-08,0.0,0.22,0.616
2020-12-09,0.0,0.14,0.601
2020-12-10,5.42,0.12,0.961
2020-12-11,0.94,0.0,0.928
2020-12-12,0.27,0.15,0.938
2020-12-13,6.86,0.17,1.05
2020-12-14,1.43,0.0,1.57
2020-12-15,0.1,0.02,1.04
2020-12-16,3.9,0.0,1.39
2020-12-17,0.0,0.11,0.987
2020-12-18,1.04,0.0,0.936
2020-12-19,0.0,0.0,0.848
2020-12-20,4.34,0.0,1.1
2020-12-21,6.16,-0.0,2.51
2020-12-22,15.05,0.0,5.16
2020-12-23,6.19,0.04,5.47
2020-12-24,2.76,0.08,3.1
2020-12-25,0.43,0.29,1.99
2020-12-26,13.9,0.0,5.34
2020-12-27,0.07,0.04,3.76
2020-12-28,0.59,0.08,1.85
2020-12-29,0.55,0.17,1.45
2020-12-30,2.19,0.09,1.66
2020-12-31,0.0,0.09,1.29
2021-01-01,0.0,0.17,1.14
2021-01-02,0.08,0.32,1.1
2021-01-03,1.56,0.12,1.05
2021-01-04,0.0,0.23,0.972
2021-01-05,0.5,0.13,0.912
2021-01-06,4.77,0.05,1.07
2021-01-07,0.29,0.13,1.12
2021-01-08,0.03,0.09,0.926
2021-01-09,0.18,0.2,0.837
2021-01-10,1.2,0.27,0.859
2021-01-11,16.67,0.0,7.19
2021-01-12,3.8,0.08,2.87
2021-01-13,20.46,0.0,6.27
2021-01-14,0.0,0.13,4.23
2021-01-15,4.15,0.23,2.3
2021-01-16,0.17,0.32,3.19
2021-01-17,0.58,0.09,2.55
2021-01-18,7.1,0.14,4.52
2021-01-19,0.11,1.01,2.75
2021-01-20,9.36,0.33,3.51
2021-01-21,0.55,0.03,4.8
2021-01-22,3.26,0.0,2.43
2021-01-23,2.42,0.12,2.51
2021-01-24,0.04,0.15,2.41
2021-01-25,0.04,0.34,1.68
2021-01-26,5.22,0.22,2.42
2021-01-27,17.4,0.17,9.16
2021-01-28,7.65,-0.0,9.59
2021-01-29,8.8,0.04,7.79
2021-01-30,2.78,0.25,4.73
2021-01-31,0.89,0.21,3.65
2021-02-01,10.96,0.2,3.36
2021-02-02,18.23,0.0,13.0
2021-02-03,0.21,0.0,7.47
2021-02-04,0.0,0.28,3.57
2021-02-05,7.9,0.23,2.59
2021-02-06,3.08,0.29,4.31
2021-02-07,4.65,0.38,2.23
2021-02-08,1.11,0.5,1.82
2021-02-09,0.0,0.28,1.53
2021-02-10,0.0,0.21,1.31
2021-02-11,0.0,0.62,1.19
2021-02-12,0.0,0.53,1.03
2021-02-13,0.0,1.12,1.01
2021-02-14,3.26,0.7,1.87
2021-02-15,4.63,0.85,2.29
2021-02-16,0.0,0.64,2.15
2021-02-17,2.66,0.28,1.82
2021-02-18,0.0,0.35,1.76
2021-02-19,0.0,1.72,1.45
2021-02-20,0.0,1.3,1.27
2021-02-21,0.0,1.32,1.13
2021-02-22,0.0,1.17,1.02
2021-02-23,0.0,1.28,0.981
2021-02-24,5.64,0.6,1.08
2021-02-25,0.6,1.18,1.11
2021-02-26,0.04,0.43,0.955
2021-02-27,0.03,1.21,0.917
2021-02-28,0.03,0.8,0.879
2021-03-01,0.0,1.01,0.814
2021-03-02,0.0,1.04,0.819
2021-03-03,1.39,0.16,1.19
2021-03-04,0.0,1.71,0.95
2021-03-05,0.0,1.51,0.824
2021-03-06,0.0,1.28,0.813
2021-03-07,0.0,1.32,0.756
2021-03-08,0.46,0.32,0.788
2021-03-09,0.67,1.29,0.775
2021-03-10,3.19,2.15,1.02
2021-03-11,0.37,0.88,0.791
2021-03-12,5.39,1.34,1.37
2021-03-13,2.95,1.01,1.32
2021-03-14,1.1,1.58,1.22
2021-03-15,6.66,0.13,1.3
2021-03-16,1.08,0.5,1.64
2021-03-17,1.41,0.62,1.41
2021-03-18,0.0,1.97,1.21
2021-03-19,0.0,1.54,1.03
2021-03-20,0.07,1.21,0.973
2021-03-21,0.0,0.61,0.891
2021-03-22,0.03,1.26,0.855
2021-03-23,0.04,1.84,0.817
2021-03-24,1.55,1.23,0.839
2021-03-25,2.88,1.9,0.795
2021-03-26,0.43,1.92,0.94
2021-03-27,0.0,2.17,0.745
2021-03-28,0.0,2.72,0.7
2021-03-29,0.0,2.76,0.68
2021-03-30,0.0,2.79,0.682
2021-03-31,0.0,2.18,0.655
2021-04-01,0.0,1.95,0.605
2021-04-02,0.0,2.06,0.62
2021-04-03,0.0,1.02,0.619
2021-04-04,1.95,1.67,0.665
2021-04-05,1.33,2.26,0.778
2021-04-06,0.51,1.72,0.728
2021-04-07,0.0,2.39,0.64
2021-04-08,0.04,2.07,0.645
2021-04-09,14.27,0.2,1.39
2021-04-10,0.91,1.97,1.29
2021-04-11,0.23,1.24,0.77
2021-04-12,0.08,1.81,0.695
2021-04-13,0.03,1.97,0.683
2021-04-14,0.06,1.7,0.678
2021-04-15,0.04,2.11,0.642
2021-04-16,0.03,3.35,0.627
2021-04-17,0.0,2.49,0.614
2021-04-18,0.0,2.36,0.604
2021-04-19,0.0,2.54,0.586
2021-04-20,0.0,3.29,0.6
2021-04-21,0.0,3.65,0.585
2021-04-22,0.0,3.94,0.575
2021-04-23,0.0,4.49,0.589
2021-04-24,0.0,3.95,0.59
2021-04-25,0.0,4.14,0.602
2021-04-26,0.0,3.76,0.618
2021-04-27,1.45,3.58,0.601
2021-04-28,6.43,1.11,0.859
2021-04-29,0.06,2.31,0.655
2021-04-30,0.07,2.72,0.641
2021-05-01,0.0,3.1,0.624
2021-05-02,0.0,3.31,0.619
2021-05-03,1.6,2.08,0.722
2021-05-04,1.95,2.34,0.669
2021-05-05,0.45,1.54,0.723
2021-05-06,0.0,3.15,0.685
2021-05-07,1.9,1.81,0.674
2021-05-08,1.76,3.93,0.666
2021-05-09,3.05,3.2,0.805
2021-05-10,11.4,2.54,1.5
2021-05-11,0.1,3.04,0.914
2021-05-12,0.0,1.34,0.567
2021-05-13,3.02,1.78,0.656
2021-05-14,3.43,1.03,0.929
2021-05-15,9.29,2.35,1.15
2021-05-16,19.23,1.74,2.7
2021-05-17,2.05,2.31,2.75
2021-05-18,0.26,1.71,1.38
2021-05-19,0.03,2.13,0.863
2021-05-20,1.85,2.52,0.787
2021-05-21,17.58,0.55,2.47
2021-05-22,0.07,2.57,1.59
2021-05-23,13.28,2.36,2.53
2021-05-24,4.06,1.52,3.55
2021-05-25,0.22,2.21,1.61
2021-05-26,0.0,3.1,1.09
2021-05-27,0.03,3.94,0.865
2021-05-28,0.03,5.33,0.725
2021-05-29,0.0,5.32,0.609
2021-05-30,0.0,5.69,0.559
2021-05-31,0.0,6.37,0.501
2021-06-01,7.36,5.65,0.458
2021-06-02,0.0,3.53,0.415
2021-06-03,20.27,2.94,1.06
2021-06-04,2.18,0.81,0.703
2021-06-05,0.0,5.55,0.495
2021-06-06,0.03,5.69,0.407
2021-06-07,0.0,3.81,0.39
2021-06-08,0.0,5.13,0.378
2021-06-09,0.0,4.41,0.35
2021-06-10,0.0,3.98,0.357
2021-06-11,0.0,3.66,0.38
2021-06-12,0.0,5.44,0.332
2021-06-13,0.0,5.82,0.338
2021-06-14,0.0,4.71,0.331
2021-06-15,0.0,5.71,0.338
2021-06-16,0.0,3.72,0.345
2021-06-17,0.0,4.86,1.69
2021-06-18,,1.49,0.445
2021-06-19,0.0,3.84,3.31
2021-06-20,,0.49,1.45
2021-06-21,,0.86,1.08
2021-06-22,,1.92,0.674
2021-06-23,,2.02,0.502
2021-06-24,0.79,0.94,0.465
2021-06-25,3.21,2.57,0.652
2021-06-26,0.3,1.74,1.15
2021-06-27,1.05,1.94,0.786
2021-06-28,1.9,1.85,0.51
2021-06-29,10.79,1.24,2.05
2021-06-30,0.0,3.18,0.782
2021-07-01,0.0,3.61,0.474
2021-07-02,0.29,1.76,0.434
2021-07-03,36.93,1.44,6.06
2021-07-04,2.17,1.47,2.81
2021-07-05,4.43,2.87,1.54
2021-07-06,0.07,2.11,0.91
2021-07-07,3.37,3.05,1.13
2021-07-08,1.49,1.68,0.934
2021-07-09,23.24,0.89,1.66
2021-07-10,0.03,2.41,1.18
2021-07-11,0.0,1.06,0.749
2021-07-12,0.43,1.87,0.65
2021-07-13,0.06,0.57,0.609
2021-07-14,0.0,2.43,0.544
2021-07-15,0.0,3.5,0.483
2021-07-16,0.0,4.63,0.425
2021-07-17,0.03,5.2,0.376
2021-07-18,0.0,3.85,0.335
2021-07-19,0.0,4.49,0.307
2021-07-20,0.0,5.01,0.269
2021-07-21,0.0,4.8,0.257
2021-07-22,0.0,5.68,0.245
2021-07-23,0.38,1.46,0.255
2021-07-24,2.47,2.58,0.489
2021-07-25,26.23,1.2,1.47
2021-07-26,0.28,1.59,0.519
2021-07-27,0.79,2.4,0.368
2021-07-28,0.0,4.02,0.317
2021-07-29,0.17,2.09,0.28
2021-07-30,12.15,2.55,1.38
2021-07-31,9.36,1.56,2.03
2021-08-01,5.92,3.52,1.38
2021-08-02,2.84,2.44,1.02
2021-08-03,0.08,3.04,0.537
2021-08-04,0.0,3.43,0.45
2021-08-05,9.04,2.56,0.658
2021-08-06,10.02,2.41,0.823
2021-08-07,2.35,1.83,1.27
2021-08-08,4.3,2.24,1.03
2021-08-09,4.41,1.8,1.05
2021-08-10,0.07,3.24,0.735
2021-08-11,0.0,2.46,0.492
2021-08-12,0.0,3.16,0.415
2021-08-13,0.06,3.72,0.36
2021-08-14,0.0,3.36,0.334
2021-08-15,4.57,1.26,0.409
2021-08-16,1.96,0.7,0.462
2021-08-17,0.03,1.15,0.412
2021-08-18,0.03,1.58,0.353
2021-08-19,0.29,1.73,0.313
2021-08-20,1.87,2.21,1.23
2021-08-21,3.47,1.28,1.32
2021-08-22,0.18,1.87,0.819
2021-08-23,0.0,3.3,0.43
2021-08-24,0.0,3.55,0.376
2021-08-25,1.37,1.84,0.377
2021-08-26,1.11,2.4,0.353
2021-08-27,2.54,2.23,0.392
2021-08-28,2.57,1.19,0.332
2021-08-29,0.0,1.39,0.361
2021-08-30,0.0,2.45,0.304
2021-08-31,0.0,1.84,0.277
2021-09-01,0.0,3.18,0.271
2021-09-02,0.0,2.76,0.244
2021-09-03,0.0,1.51,0.232
2021-09-04,0.0,2.79,0.22
2021-09-05,0.0,2.51,0.237
